ID	TYPE	SPINE	Define	Position	Wait	Transform	Rotate	Scale	Time	Parent	SpawnId
10121501	10		1	0	0	0	0	1	0		
10121502	10		2	0	0	0	0	1	0		
10121503	16	F1	0	0	0	0	0	1	0		
10121504	12	BG/AVG/avg_bg_9933.jpg	0	0	0.5	0	0	1	0		
10121505	13		0	0	1	0	0	1	0		
10121601	0		0	0	0	0	0	1	0		
10121701	0		0	0	0	0	0	1	0		
10121801	0		0	0	0	0	0	1	0		
10121901	0		0	0	0	0	0	1	0		
10122001	0		0	0	0	0	0	1	0		
10122101	0		0	0	0	0	0	1	0		
10122201	0		0	0	0	0	0	1	0		
10122301	4	F9	0	0	0	0	0	1	0		
10122302	12	BG/AVG/avg_bg_9934.jpg	0	0	0.5	0	0	1	0		
10122303	13		0	0	1	0	0	1	0		
10122401	0		0	0	0	0	0	1	0		
10122501	0		0	0	0	0	0	1	0		
10122601	0		0	0	0	0	0	1	0		
10122701	0		0	0	0	0	0	1	0		
10122801	0		0	0	0	0	0	1	0		
10122901	0		0	0	0	0	0	1	0		
10123001	0		0	0	0	0	0	1	0		
10123101	4	F9	0	0	0	0	0	1	0		
10123102	12	BG/AVG/avg_bg_119jpg	0	0	0.5	0	0	1	0		
10123103	13		0	0	1	0	0	1	0		
10123201	9	A00,Spine/NG2D_nobg,AVG_01301	2	250,0	0	0	0	1	0		
10123202	14	1	2	0	0	0	0	1	0		
10123301	14	0	2	0	0	0	0	1	0		
10123401	14	1	2	0	0	0	0	1	0		
10123501	0		0	0	0	0	0	1	0		
10123601	0		0	0	0	0	0	1	0		
10123701	9	A00,Spine/NG2D_nobg,AVG_01701	1	-250,0	0	0	0	1	0		
10123702	14	1	1	0	0	0	0	1	0		
10123703	14	0	2	0	0	0	0	1	0		
10123801	14	1	2	0	0	0	0	1	0		
10123802	14	0	1	0	0	0	0	1	0		
10123901	14	1	1	0	0	0	0	1	0		
10123902	14	0	2	0	0	0	0	1	0		
10124001	0		0	0	0	0	0	1	0		
10124101	14	1	2	0	0	0	0	1	0		
10124102	14	0	1	0	0	0	0	1	0		
10124201	1	F02	2	0	0	0	0	1	0		
10124301	14	0	2	0	0	0	0	1	0		
10124401	14	1	2	0	0	0	0	1	0		
10124501	14	0	2	0	0	0	0	1	0		
10124601	14	1	2	0	0	0	0	1	0		
10124602	1	A00	2	0	0	0	0	1	0		
10124701	14	0	2	0	0	0	0	1	0		
10124801	14	1	2	0	0	0	0	1	0		
10124901	0		0	0	0	0	0	1	0		
10125001	0		0	0	0	0	0	1	0		
10125101	14	0	2	0	0	0	0	1	0		
10125201	14	1	2	0	0	0	0	1	0		
10125301	14	0	2	0	0	0	0	1	0		
10125401	0		0	0	0	0	0	1	0		
10125501	14	1	2	0	0	0	0	1	0		
10125601	0		0	0	0	0	0	1	0		
10125701	0		0	0	0	0	0	1	0		
10125801	14	0	2	0	0	0	0	1	0		
10125901	10		1	0	0	0	0	1	0		
10125902	9	F03,Spine/NG2D_nobg,AVG_01301	1	-250,0	0.3	0	0	1	0		
10125903	14	1	1	0	0	0	0	1	0		
10126001	0		0	0	0	0	0	1	0		
10126101	14	0	1	0	0	0	0	1	0		
10126102	14	1	2	0	0	0	0	1	0		
10126103	1	F02	2	0	0	0	0	1	0		
10126201	0		0	0	0	0	0	1	0		
10410101	12	BG/AVG/avg_bg_117.jpg	0	0	0.5	0	0	1	0		
10410201	9	F02,Spine/NG2D_nobg,AVG_00101	2	250,0	0.3	0	0	1	0		
10410202	14	1	2	0	0	0	0	1	0		
10410301	14	0	2	0	0	0	0	1	0		
10410401	0		0	0	0	0	0	1	0		
10410501	0		0	0	0	0	0	1	0		
10410601	0		0	0	0	0	0	1	0		
10410701	0		0	0	0	0	0	1	0		
10410801	9	A00,Spine/NG2D_nobg,AVG_01301	1	-250,0	0.3	0	0	1	0		
10410802	14	1	1	0	0	0	0	1	0		
10410901	0		0	0	0	0	0	1	0		
10411001	14	0	1	0	0	0	0	1	0		
10411101	0		0	0	0	0	0	1	0		
10411201	14	1	2	0	0	0	0	1	0		
10411301	14	0	2	0	0	0	0	1	0		
10411401	0		0	0	0	0	0	1	0		
10411501	14	1	2	0	0	0	0	1	0		
10411601	14	0	0	0	0	0	0	1	0		
10411701	14	1	1	0	0	0	0	1	0		
10411801	14	1	2	0	0	0	0	1	0		
10411802	14	0	1	0	0	0	0	1	0		
10411901	0		0	0	0	0	0	1	0		
10412001	14	0	2	0	0	0	0	1	0		
10412101	0		0	0	0	0	0	1	0		
10412201	0		0	0	0	0	0	1	0		
10412301	14	1	2	0	0	0	0	1	0		
10412401	14	0	2	0	0	0	0	1	0		
10412402	15		0	0	0.5	0	0	1	5		
10412501	0		0	0	0	0	0	1	0		
10412601	14	1	1	0	0	0	0	1	0		
10412602	1	F02	1	0	0	0	0	1	0		
10412701	10		1	0	0	0	0	1	0		
10412702	4	F9	0	0	0	0	0	1	0		
10412703	12	BG/AVG/avg_bg_9935.png	0	0	0.5	0	0	1	0		
10412704	13		0	0	1	0	0	1	0		
10412801	15		0	0	0.5	0	0	1	5		
10412901	0		0	0	0	0	0	1	0		
10413001	0		0	0	0	0	0	1	0		
10413101	0		0	0	0	0	0	1	0		
10413201	0		0	0	0	0	0	1	0		
10413301	0		0	0	0	0	0	1	0		
10413401	16	F2	0	0	0	0	0	1	0		
10413402	15		0	0	0.5	0	0	1	6		
10413403	13		0	0	0.5	0	0	1	0		
10413501	0		0	0	0	0	0	1	0		
10413601	0		0	0	0	0	0	1	0		
10413701	0		0	0	0	0	0	1	0		
10413801	0		0	0	0	0	0	1	0		
10413901	0		0	0	0	0	0	1	0		
10414001	0		0	0	0	0	0	1	0		
10414101	0		0	0	0	0	0	1	0		
10620101	12	BG/AVG/avg_bg_112.jpg	0	0	0.5	0	0	1	0		
10620201	0		0	0	0	0	0	1	0		
10620301	0		0	0	0	0	0	1	0		
10620401	0		0	0	0	0	0	1	0		
10620501	0		0	0	0	0	0	1	0		
10620601	0		0	0	0	0	0	1	0		
10620701	4	F9	0	0	0	0	0	1	0		
10620702	12	BG/AVG/avg_bg_119.jpg	0	0	0.5	0	0	1	0		
10620703	13		0	0	0.5	0	0	1	0		
10620801	9	F02,Spine/NG2D_nobg,AVG_00101	1	-250,0	0.3	0	0	1	0		
10620802	14	1	1	0	0	0	0	1	0		
10620901	14	0	1	0	0	0	0	1	0		
10621001	14	1	1	0	0	0	0	1	0		
10621002	1	A00	1	0	0	0	0	1	0		
10621101	0		0	0	0	0	0	1	0		
10621201	9	A00,Spine/NG2D_nobg,AVG_01301	2	250,0	0.3	0	0	1	0		
10621202	14	1	2	0	0	0	0	1	0		
10621203	14	0	1	0	0	0	0	1	0		
10621301	14	0	2	0	0	0	0	1	0		
10621401	0		0	0	0	0	0	1	0		
10621501	14	1	1	0	0	0	0	1	0		
10621502	1	F04	1	0	0	0	0	1	0		
10621601	0		0	0	0	0	0	1	0		
10621701	14	0	1	0	0	0	0	1	0		
10621801	14	1	1	0	0	0	0	1	0		
10621901	14	0	1	0	0	0	0	1	0		
10622001	0		0	0	0	0	0	1	0		
10622101	0		0	0	0	0	0	1	0		
10622201	0		0	0	0	0	0	1	0		
10622301	0		0	0	0	0	0	1	0		
10622401	14	1	1	0	0	0	0	1	0		
10622402	1	F05	1	0	0	0	0	1	0		
10622501	14	0	1	0	0	0	0	1	0		
10622601	0		0	0	0	0	0	1	0		
10622701	0		0	0	0	0	0	1	0		
10622801	0		0	0	0	0	0	1	0		
10622901	0		0	0	0	0	0	1	0		
10623001	0		0	0	0	0	0	1	0		
10623101	0		0	0	0	0	0	1	0		
10623201	0		0	0	0	0	0	1	0		
10623301	14	1	1	0	0	0	0	1	0		
10623302	1	F02	1	0	0	0	0	1	0		
10623401	0		0	0	0	0	0	1	0		
10623501	14	0	1	0	0	0	0	1	0		
10623601	0		0	0	0	0	0	1	0		
10623701	0		0	0	0	0	0	1	0		
10623801	0		0	0	0	0	0	1	0		
10623901	14	1	1	0	0	0	0	1	0		
10623902	1	F04	1	0	0	0	0	1	0		
10624001	14	0	1	0	0	0	0	1	0		
10624101	14	1	1	0	0	0	0	1	0		
10624102	1	F02	1	0	0	0	0	1	0		
10624201	14	0	1	0	0	0	0	1	0		
10624301	14	1	1	0	0	0	0	1	0		
10624302	1	F05	1	0	0	0	0	1	0		
10624401	14	0	1	0	0	0	0	1	0		
10624501	0		0	0	0	0	0	1	0		
10624601	14	1	2	0	0	0	0	1	0		
10624602	1	F02	2	0	0	0	0	1	0		
10624701	14	0	2	0	0	0	0	1	0		
10624702	14	1	1	0	0	0	0	1	0		
10624703	1	F02	1	0	0	0	0	1	0		
10624801	0		0	0	0	0	0	1	0		
10624901	14	0	1	0	0	0	0	1	0		
10625001	14	1	1	0	0	0	0	1	0		
10625101	14	0	1	0	0	0	0	1	0		
10625201	0		0	0	0	0	0	1	0		
10625301	0		0	0	0	0	0	1	0		
10625401	0		0	0	0	0	0	1	0		
10625501	14	1	1	0	0	0	0	1	0		
10625601	14	1	2	0	0	0	0	1	0		
10625602	14	0	1	0	0	0	0	1	0		
10625603	1	A00	2	0	0	0	0	1	0		
10625701	0		0	0	0	0	0	1	0		
10625801	0		0	0	0	0	0	1	0		
10625901	0		0	0	0	0	0	1	0		
10626001	14	0	2	0	0	0	0	1	0		
10626101	14	1	2	0	0	0	0	1	0		
10626201	14	0	2	0	0	0	0	1	0		
10626301	14	1	2	0	0	0	0	1	0		
10626401	14	0	2	0	0	0	0	1	0		
10626501	0		0	0	0	0	0	1	0		
10626601	0		0	0	0	0	0	1	0		
10626701	14	1	1	0	0	0	0	1	0		
10626702	1	F05	1	0	0	0	0	1	0		
10626801	14	0	1	0	0	0	0	1	0		
10626901	14	1	2	0	0	0	0	1	0		
10627001	0		0	0	0	0	0	1	0		
10627101	10		1	0	0	0	0	1	0		
10627102	10		2	0	0	0	0	1	0		
10627103	16	F1	0	0	0	0	0	1	0		
10627104	12	BG/AVG/avg_bg_120.jpg	0	0	0.5	0	0	1	0		
10627105	13		0	0	0.5	0	0	1	0		
10627201	0		0	0	0	0	0	1	0		
10627301	0		0	0	0	0	0	1	0		
10627401	0		0	0	0	0	0	1	0		
10627501	0		0	0	0	0	0	1	0		
10627601	9	A00,Spine/NG2D_nobg,AVG_01301	1	0,0	0.3	0	0	1	0		
10627602	14	1	1	0	0	0	0	1	0		
10627701	14	0	1	0	0	0	0	1	0		
10627801	0		0	0	0	0	0	1	0		
10627901	14	1	1	0	0	0	0	1	0		
10627902	1	F02	1	0	0	0	0	1	0		
10628001	14	0	1	0	0	0	0	1	0		
10628101	14	1	1	0	0	0	0	1	0		
10628102	1	A00	1	0	0	0	0	1	0		
10628201	14	0	1	0	0	0	0	1	0		
10628301	0		0	0	0	0	0	1	0		
10628401	14	1	1	0	0	0	0	1	0		
10628501	0		0	0	0	0	0	1	0		
10628601	0		0	0	0	0	0	1	0		
10628701	1	F02	1	0	0	0	0	1	0		
10628801	14	0	1	0	0	0	0	1	0		
10628901	14	1	1	0	0	0	0	1	0		
10628902	1	A00	1	0	0	0	0	1	0		
10629001	0		0	0	0	0	0	1	0		
10629101	0		0	0	0	0	0	1	0		
10629201	14	0	1	0	0	0	0	1	0		
10629301	0		0	0	0	0	0	1	0		
10629401	14	1	1	0	0	0	0	1	0		
10629402	1	F02	1	0	0	0	0	1	0		
10629501	0		0	0	0	0	0	1	0		
10629601	0		0	0	0	0	0	1	0		
10629701	1	A00	1	0	0	0	0	1	0		
10629801	14	0	1	0	0	0	0	1	0		
10629901	14	1	1	0	0	0	0	1	0		
10810101	12	BG/AVG/avg_bg_121.jpg	0	0	0.5	0	0	1	0		
10810201	9	F03,Spine/NG2D_nobg,AVG_00201	1	-250,0	0.3	0	0	1	0		
10810202	14	1	1	0	0	0	0	1	0		
10810301	14	0	1	0	0	0	0	1	0		
10810401	0		0	0	0	0	0	1	0		
10810501	0		0	0	0	0	0	1	0		
10810601	14	1	1	0	0	0	0	1	0		
10810602	1	F05	1	0	0	0	0	1	0		
10810701	14	0	1	0	0	0	0	1	0		
10810702	9	A00,Spine/NG2D_nobg,AVG_01301	2	250,0	0.3	0	0	1	0		
10810703	14	0	2	0	0	0	0	1	0		
10810801	0		0	0	0	0	0	1	0		
10810901	1	F05	2	0	0	0	0	1	0		
10811001	14	0	2	0	0	0	0	1	0		
10811101	14	1	2	0	0	0	0	1	0		
10811102	1	A00	2	0	0	0	0	1	0		
10811201	14	0	2	0	0	0	0	1	0		
10811301	0		0	0	0	0	0	1	0		
10811401	14	1	2	0	0	0	0	1	0		
10811402	1	F02	2	0	0	0	0	1	0		
10811501	0		0	0	0	0	0	1	0		
10811601	1	A00	2	0	0	0	0	1	0		
10811701	14	0	2	0	0	0	0	1	0		
10811702	14	1	1	0	0	0	0	1	0		
10811801	10		1	0	0	0	0	1	0		
10811802	10		2	0	0	0	0	1	0		
10811803	16	F1	0	0	0	0	0	1	0		
10811804	12	BG/AVG/avg_bg_112.jpg	0	0	0.5	0	0	1	0		
10811805	13		0	0	0.5	0	0	1	0		
10811901	0		0	0	0	0	0	1	0		
10812001	0		0	0	0	0	0	1	0		
10812101	0		0	0	0	0	0	1	0		
10812201	0		0	0	0	0	0	1	0		
10812301	0		0	0	0	0	0	1	0		
10812401	0		0	0	0	0	0	1	0		
10812501	4	F9	0	0	0	0	0	1	0		
10812502	12	BG/AVG/avg_bg_123.jpg	0	0	0.5	0	0	1	0		
10812503	13		0	0	1	0	0	1	0		
10812601	15		0	0	1	0	0	1	5		
10812602	13		0	0	1	0	0	1	0		
10812701	0		0	0	0	0	0	1	0		
10812801	0		0	0	0	0	0	1	0		
10812901	9	F04,Spine/NG2D_nobg,AVG_00201	1	-250,0	0.3	0	0	1	0		
10812902	14	1	1	0	0	0	0	1	0		
10813001	14	0	1	0	0	0	0	1	0		
10813101	0		0	0	0	0	0	1	0		
10813201	14	1	1	0	0	0	0	1	0		
10813301	0		0	0	0	0	0	1	0		
10813401	14	0	1	0	0	0	0	1	0		
10813501	9	A00,Spine/NG2D_nobg,AVG_01301	2	250,0	0.3	0	0	1	0		
10813502	14	1	2	0	0	0	0	1	0		
10813601	0		0	0	0	0	0	1	0		
10813701	14	0	2	0	0	0	0	1	0		
10813801	0		0	0	0	0	0	1	0		
10813901	14	1	2	0	0	0	0	1	0		
10813902	1	F02	2	0	0	0	0	1	0		
10814001	1	A00	2	0	0	0	0	1	0		
10814101	14	0	2	0	0	0	0	1	0		
10814201	0		0	0	0	0	0	1	0		
10814301	0		0	0	0	0	0	1	0		
10814401	14	1	2	0	0	0	0	1	0		
10814501	14	0	2	0	0	0	0	1	0		
10814601	14	1	2	0	0	0	0	1	0		
10814701	1	F05	2	0	0	0	0	1	0		
10814801	14	0	2	0	0	0	0	1	0		
10814901	14	1	2	0	0	0	0	1	0		
10814902	1	A00	2	0	0	0	0	1	0		
10815001	0		0	0	0	0	0	1	0		
10815101	14	0	2	0	0	0	0	1	0		
10815201	0		0	0	0	0	0	1	0		
10815301	14	1	2	0	0	0	0	1	0		
10815302	1	F02	2	0	0	0	0	1	0		
10815401	1	A00	2	0	0	0	0	1	0		
10815501	14	0	2	0	0	0	0	1	0		
10815601	0		0	0	0	0	0	1	0		
10815701	14	1	2	0	0	0	0	1	0		
10815801	14	0	2	0	0	0	0	1	0		
10815901	14	1	2	0	0	0	0	1	0		
10816001	1	F02	2	0	0	0	0	1	0		
10816101	1	A00	2	0	0	0	0	1	0		
10816201	0		0	0	0	0	0	1	0		
10816301	0		0	0	0	0	0	1	0		
10816401	14	0	2	0	0	0	0	1	0		
10816501	14	1	2	0	0	0	0	1	0		
10816601	0		0	0	0	0	0	1	0		
10816701	0		0	0	0	0	0	1	0		
10816801	0		0	0	0	0	0	1	0		
10816901	14	0	2	0	0	0	0	1	0		
10817001	14	1	2	0	0	0	0	1	0		
10817101	14	0	2	0	0	0	0	1	0		
10817201	14	1	2	0	0	0	0	1	0		
10817301	1	F02	2	0	0	0	0	1	0		
10817401	14	0	2	0	0	0	0	1	0		
10817501	14	1	2	0	0	0	0	1	0		
10817502	1	A00	2	0	0	0	0	1	0		
10817601	14	0	2	0	0	0	0	1	0		
10817701	0		0	0	0	0	0	1	0		
10817801	0		0	0	0	0	0	1	0		
10817901	0		0	0	0	0	0	1	0		
10818001	0		0	0	0	0	0	1	0		
10818101	0		0	0	0	0	0	1	0		
10818201	0		0	0	0	0	0	1	0		
10818301	15		0	0	0	0	0	1	6		
10818302	13		0	0	1	0	0	1	0		
10818401	14	1	2	0	0	0	0	1	0		
10818402	1	F04	2	0	0	0	0	1	0		
10818501	14	1	1	0	0	0	0	1	0		
10818502	1	F03	1	0	0	0	0	1	0		
10818503	14	0	2	0	0	0	0	1	0		
10818601	14	1	2	0	0	0	0	1	0		
10818602	1	F02	2	0	0	0	0	1	0		
10818603	14	0	1	0	0	0	0	1	0		
10818701	14	0	2	0	0	0	0	1	0		
10818801	14	1	1	0	0	0	0	1	0		
10818901	14	1	2	0	0	0	0	1	0		
10818903	14	0	1	0	0	0	0	1	0		
10819001	14	0	2	0	0	0	0	1	0		
10819101	14	1	2	0	0	0	0	1	0		
10820101	12	BG/AVG/avg_bg_123.jpg	0	0	0.5	0	0	1	0		
10820201	9	F02,Spine/NG2D_nobg,AVG_01301	1	0,0	0.3	0	0	1	0		
10820202	14	1	1	0	0	0	0	1	0		
10820301	0		0	0	0	0	0	1	0		
10820401	0		0	0	0	0	0	1	0		
10820501	14	0	1	0	0	0	0	1	0		
10820601	14	1	1	0	0	0	0	1	0		
10820602	1	F04	1	0	0	0	0	1	0		
10820701	14	0	1	0	0	0	0	1	0		
10820801	10		1	0	0	0	0	1	0		
10820802	16	F1	0	0	0	0	0	1	0		
10820803	12	BG/AVG/avg_bg_9936.jpg	0	0	0.5	0	0	1	0		
10820804	13		0	0	0.5	0	0	1	0		
10820901	0		0	0	0	0	0	1	0		
10821001	0		0	0	0	0	0	1	0		
10821101	0		0	0	0	0	0	1	0		
10821201	0		0	0	0	0	0	1	0		
10821301	4	F9	0	0	0	0	0	1	0		
10821302	12	BG/AVG/avg_bg_9937.jpg	0	0	0.5	0	0	1	0		
10821303	13		0	0	1	0	0	1	0		
10821401	0		0	0	0	0	0	1	0		
10821501	0		0	0	0	0	0	1	0		
10821601	0		0	0	0	0	0	1	0		
10821701	0		0	0	0	0	0	1	0		
10821801	0		0	0	0	0	0	1	0		
10821901	4	F9	0	0	0	0	0	1	0		
10821902	12	BG/AVG/avg_bg_122.jpg	0	0	0.5	0	0	1	0		
10821903	13		0	0	1	0	0	1	0		
10822001	0		0	0	0	0	0	1	0		
10822101	0		0	0	0	0	0	1	0		
10822201	9	A00,Spine/NG2D_nobg,AVG_01301	1	0,0	0.3	0	0	1	0		
10822202	14	1	1	0	0	0	0	1	0		
10822301	0		0	0	0	0	0	1	0		
10822401	0		0	0	0	0	0	1	0		
10822501	14	0	1	0	0	0	0	1	0		
10822601	0		0	0	0	0	0	1	0		
10822701	0		0	0	0	0	0	1	0		
10822801	0		0	0	0	0	0	1	0		
10822901	0		0	0	0	0	0	1	0		
10823001	0		0	0	0	0	0	1	0		
10823101	0		0	0	0	0	0	1	0		
10823201	0		0	0	0	0	0	1	0		
10823301	14	1	1	0	0	0	0	1	0		
10823302	1	F02	1	0	0	0	0	1	0		
10823401	14	0	1	0	0	0	0	1	0		
10823501	0		0	0	0	0	0	1	0		
10823601	14	1	1	0	0	0	0	1	0		
10823701	0		0	0	0	0	0	1	0		
10823801	15		0	0	0	0	0	1	6		
10823802	13		0	0	1	0	0	1	0		
10823901	1	F04	1	0	1	0	0	1	0		
10824001	10		1	0	1	0	0	1	0		
10824002	4	F9	0	0	0	0	0	1	0		
10824003	12	BG/AVG/avg_bg_9938jpg	0	0	0.5	0	0	1	0		
10824004	13		0	0	1	0	0	1	0		
10824101	0		0	0	0	0	0	1	0		
10824201	0		0	0	0	0	0	1	0		
10824301	0		0	0	0	0	0	1	0		
10824401	0		0	0	0	0	0	1	0		
10824501	0		0	0	0	0	0	1	0		
10824601	0		0	0	0	0	0	1	0		
10824701	0		0	0	0	0	0	1	0		
10824801	0		0	0	0	0	0	1	0		
10824901	0		0	0	0	0	0	1	0		
10825001	0		0	0	0	0	0	1	0		
11010101	12	BG/AVG/avg_bg_122.jpg	0	0	0.5	0	0	1	0		
11010201	0		0	0	0	0	0	1	0		
11010301	0		0	0	0	0	0	1	0		
11010401	9	F04,Spine/NG2D_nobg,AVG_00101	1	-250,0	0.3	0	0	1	0		
11010402	14	1	1	0	0	0	0	1	0		
11010501	0		0	0	0	0	0	1	0		
11010601	14	0	1	0	0	0	0	1	0		
11010701	15		0	0	0	0	0	1	6		
11010702	13		0	0	1	0	0	1	0		
11010801	9	A00,Spine/NG2D_nobg,AVG_01301	2	250,0	0.3	0	0	1	0		
11010802	14	1	2	0	0	0	0	1	0		
11010901	0		0	0	0	0	0	1	0		
11011001	1	F02	2	0	0	0	0	1	0		
11011101	14	0	2	0	0	0	0	1	0		
11011201	15		0	0	0	0	0	1	5		
11011202	13		0	0	1	0	0	1	0		
11011301	14	1	2	0	0	0	0	1	0		
11011302	1	F04	2	0	0	0	0	1	0		
11011401	14	0	2	0	0	0	0	1	0		
11011501	14	1	2	0	0	0	0	1	0		
11011502	1	F02	2	0	0	0	0	1	0		
11011601	14	0	2	0	0	0	0	1	0		
11011701	0		0	0	0	0	0	1	0		
11011801	14	1	1	0	0	0	0	1	0		
11011802	1	F05	1	0	0	0	0	1	0		
11011901	0		0	0	0	0	0	1	0		
11012001	14	0	1	0	0	0	0	1	0		
11012101	14	1	1	0	0	0	0	1	0		
11012201	14	0	1	0	0	0	0	1	0		
11012301	0		0	0	0	0	0	1	0		
11012401	0		0	0	0	0	0	1	0		
11012501	0		0	0	0	0	0	1	0		
11012601	0		0	0	0	0	0	1	0		
11012701	0		0	0	0	0	0	1	0		
11012801	0		0	0	0	0	0	1	0		
11012901	0		0	0	0	0	0	1	0		
11013001	0		0	0	0	0	0	1	0		
11013101	14	1	2	0	0	0	0	1	0		
11013201	15		0	0	0	0	0	1	5		
11013202	13		0	0	1	0	0	1	0		
11013301	14	0	2	0	0	0	0	1	0		
11013401	14	1	2	0	0	0	0	1	0		
11013501	14	0	2	0	0	0	0	1	0		
11013601	0		0	0	0	0	0	1	0		
11013701	14	1	2	0	0	0	0	1	0		
11013801	10		1	0	0	0	0	1	0		
11013802	10		2	0	0	0	0	1	0		
11013803	4	F9	0	0	0	0	0	1	0		
11013804	12	BG/AVG/avg_bg_9938.jpg	0	0	0.5	0	0	1	0		
11013805	13		0	0	0.5	0	0	1	0		
11013901	0		0	0	0	0	0	1	0		
11014001	0		0	0	0	0	0	1	0		
11014101	0		0	0	0	0	0	1	0		
11014201	0		0	0	0	0	0	1	0		
11014301	15		0	0	0	0	0	1	6		
11014302	13		0	0	1	0	0	1	0		
11014401	0		0	0	0	0	0	1	0		
11014501	0		0	0	0	0	0	1	0		
11014601	0		0	0	0	0	0	1	0		
11014701	0		0	0	0	0	0	1	0		
11020101	12	BG/AVG/avg_bg_9939.jpg	0	0	0.5	0	0	1	0		
11020201	0		0	0	0	0	0	1	0		
11020301	0		0	0	0	0	0	1	0		
11020401	0		0	0	0	0	0	1	0		
11020501	0		0	0	0	0	0	1	0		
11020601	0		0	0	0	0	0	1	0		
11020701	0		0	0	0	0	0	1	0		
11020801	4	F9	0	0	0	0	0	1	0		
11020802	12	BG/AVG/avg_bg_9940jpg	0	0	0.5	0	0	1	0		
11020803	13		0	0	1	0	0	1	0		
11020901	0		0	0	0	0	0	1	0		
