id	values	Buff	level	cost	times	cd	FirstCD	Spine_EFF	SpineAnimation	ActionType	Hurt_EFF_Type	Skill_Type	Script	Skill_Show
10233	1,208901,9,3,0.3	208901	100	0	-1	0	0			4	0	11,4,12	1023	1
10301	1,1.8,100102,8,111402,8	100102,111402	1	100	-1	0	0	heal01_FX1	skill_0	1	0	3,7,5	1030	1
10302	2,2.3,100102,8,111402,8	100102,111402	1	100	-1	0	0	heal01_FX1	skill_0	1	0	3,7,5	1030	1
10303	3,2.8,100102,8,111402,8	100102,111402	1	100	-1	0	0	heal01_FX1	skill_0	1	0	3,7,5	1030	1
10311	1,1	0	21	0	-1	10000	5000	heal01_FX1	skill_1	2	0	1,7	1031	1
10312	1,1.3	0	21	0	-1	8000	3000	heal01_FX1	skill_1	2	0	1,7	1031	1
10313	1,1.6	0	21	0	-1	6000	2000	heal01_FX1	skill_1	2	0	1,7	1031	1
10321	109002	109002	61	0	1	999000	0			4	0	11,13	1032	1
10322	109002,102902	109002,102902	61	0	1	999000	0			4	0	11,13	1032	1
10323	109002,102902,102702	109002,102902,102702	61	0	1	999000	0			4	0	11,13	1032	1
10331	109003	109003	100	0	-1	0	0			4	0	11	1033	1
10332	109003,102903	109003,102903	100	0	-1	0	0			4	0	11	1033	1
10333	109003,102903,102703	109003,102903,102703	100	0	-1	0	0			4	0	11	1033	1
10401	1,106501,7	106501	1	100	-1	0	0	hit0201	skill_0	1	0	4,5	1040	1
10402	1.2,106502,9	106502	1	100	-1	0	0	hit0201	skill_0	1	0	4,5	1040	1
10403	1.4,106503,9	106503	1	100	-1	0	0	hit0201	skill_0	1	0	4,5	1040	1
10411	0.5	0	21	0	-1	15000	15000		skill_1	2	0	1,8	1041	1
10412	0.6	0	21	0	-1	13000	13000		skill_1	2	0	1,8	1041	1
10413	0.8	0	21	0	-1	10000	10000		skill_1	2	0	1,8	1041	1
10421	0.5,101301,15	101301	61	0	-1	0	0			4	0	1,5	1042	1
10422	0.6,101302,15	101302	61	0	-1	0	0			4	0	1,5	1042	1
10423	0.7,101303,15	101303	61	0	-1	0	0			4	0	1,5	1042	1
10431	102101,0.15,106701,8	102101,106701	100	0	1	999000	0			4	0	14,1,5	1043	1
10432	102101,0.1,106701,10	102101,106701	100	0	1	999000	0			4	0	14,1,5	1043	1
10433	102101,0.05,106701,12	102101,106701	100	0	1	999000	0			4	0	14,1,5	1043	1
10501	1.5,100301,5	100301	1	100	-1	0	0	hit0101	skill_0	1	0	4,5	1050	1
10502	1.8,100302,8	100302	1	100	-1	0	0	hit0101	skill_0	1	0	4,5	1050	1
10503	2.1,100303,12	100303	1	100	-1	0	0	hit0101	skill_0	1	0	4,5	1050	1
10511	209201,4	209201	21	0	-1	8000	8000		skill_1	2	0	2,6	1051	1
10512	209202,5	209202	21	0	-1	8000	8000		skill_1	2	0	2,6	1051	1
10513	209203,6	209203	21	0	-1	8000	8000		skill_1	2	0	2,6	1051	1
10521	0.5,101501,5	101501	61	0	-1	10000	10000			4	0	3,5	1052	1
10522	0.5,101502,8	101502	61	0	-1	8000	8000			4	0	3,5	1052	1
10523	0.5,101503,12	101503	61	0	-1	6000	6000			4	0	3,5	1052	1
10531	0.5,103201,30,1.5	103201	100	0	1	999000	0			4	0	14,1,7	1053	1
10532	0.5,103202,30,1.8	103202	100	0	1	999000	0			4	0	14,1,7	1053	1
10533	0.5,103203,30,2.4	103203	100	0	1	999000	0			4	0	14,1,7	1053	1
10601	1.5,104101,2	104101	1	100	-1	0	0	hit0301	skill_0	1	0	3,5	1060	1
10602	1.8,104101,2	104101	1	100	-1	0	0	hit0301	skill_0	1	0	3,5	1060	1
10603	2.1,104101,3	104101	1	100	-1	0	0	hit0301	skill_0	1	0	3,5	1060	1
10611	1.5,104101,1	104101	21	0	-1	8000	8000	hit0301	skill_1	2	0	1,5	1061	1
10612	1.8,104101,1	104101	21	0	-1	6000	6000	hit0301	skill_1	2	0	1,5	1061	1
10613	2.1,104101,2	104101	21	0	-1	4000	4000	hit0301	skill_1	2	0	1,5	1061	1
10621	1	0	61	0	-1	0	0			4	0	11,7	1062	1
10622	1.5	0	61	0	-1	0	0			4	0	11,7	1062	1
10623	2	0	61	0	-1	0	0			4	0	11,7	1062	1
10631	109301,8	109301	100	0	-1	0	0			4	0	11,5	1063	1
10632	109302,8	109302	100	0	-1	0	0			4	0	11,5	1063	1
10633	109303,8	109303	100	0	-1	0	0			4	0	11,5	1063	1
10701	0.15,100101,6	100101	1	100	-1	0	0		skill_0	1	0	2,5,8	1070	1
10702	0.2,100102,8	100102	1	100	-1	0	0		skill_0	1	0	2,5,8	1070	1
10703	0.25,100103,10	100103	1	100	-1	0	0		skill_0	1	0	2,5,8	1070	1
10711	1,206001,3,210101,3	206001,210101	21	0	-1	10000	10000		skill_1	2	0	1,6	1071	1
10712	2,206001,4,210101,4	206001,210101	21	0	-1	9000	9000		skill_1	2	0	3,6	1071	1
10713	3,206001,5,210101,5	206001,210101	21	0	-1	8000	8000		skill_1	2	0	3,6	1071	1
10721	0.1	0	61	0	-1	10000	10000			4	0	8	1072	1
10722	0.15	0	61	0	-1	8000	8000			4	0	8	1072	1
10723	0.2	0	61	0	-1	6000	6000			4	0	8	1072	1
10731	0.5,111501,15	111501	100	0	-1	0	0			4	0	11,1,5	1073	1
10732	0.5,111502,20	111502	100	0	-1	0	0			4	0	11,1,5	1073	1
10733	0.5,111503,30	111503	100	0	-1	0	0			4	0	11,1,5	1073	1
10801	1.2,0.2,205901,1,8	205901	1	100	-1	0	0	hit0302	skill_0	1	0	1,6	1080	1
10802	1.4,0.3,205901,2,8	205901	1	100	-1	0	0	hit0302	skill_0	1	0	1,6	1080	1
10803	1.6,0.4,205901,3,8	205901	1	100	-1	0	0	hit0302	skill_0	1	0	1,6	1080	1
10811	59,0.6	0	21	0	-1	0	0			4	0	11	1081	1
10812	59,0.8	0	21	0	-1	0	0			4	0	11	1081	1
10813	59,1	0	21	0	-1	0	0			4	0	11	1081	1
10821	0	0	61	0	-1	0	0			3	0	11	1082	1
10822	0	0	61	0	-1	0	0			3	0	11	1082	1
10823	0	0	61	0	-1	0	0			3	0	11	1082	1
10831	0.15	0	100	0	-1	999000	0			4	0	14,2,8	1083	1
10832	0.25	0	100	0	-1	999000	0			4	0	14,2,8	1083	1
10833	0.3	0	100	0	-1	999000	0			4	0	14,2,8	1083	1
10901	3	0	1	100	-1	0	0	heal01_FX1	skill_0	1	0	1,7	1090	1
10902	4	0	1	100	-1	0	0	heal01_FX1	skill_0	1	0	1,7	1090	1
10903	5	0	1	100	-1	0	0	heal01_FX1	skill_0	1	0	1,7	1090	1
10911	205901,8,1	205901	21	0	-1	8000	8000	hit0302	skill_1	2	0	2,6	1091	1
10912	205901,10,2	205901	21	0	-1	6000	6000	hit0302	skill_1	2	0	2,6	1091	1
10913	205901,12,3	205901	21	0	-1	4000	4000	hit0302	skill_1	2	0	2,6	1091	1
10921	103601,111601	103601,111601	61	0	-1	0	0			4	0	11,13	1092	1
10922	103602,111602	103602,111602	61	0	-1	0	0			4	0	11,13	1092	1
10923	103603,111603	103603,111603	61	0	-1	0	0			4	0	11,13	1092	1
10931	205501,5	205501	100	0	-1	0	0			4	0	11,6	1093	1
10932	205502,6	205502	100	0	-1	0	0			4	0	11,6	1093	1
10933	205503,7	205503	100	0	-1	0	0			4	0	11,6	1093	1
11001	2.5,205701,4	205701	1	100	-1	0	0	hit0202	skill_0	1	0	4,10	1100	1
11002	3,205701,6	205701	1	100	-1	0	0	hit0202	skill_0	1	0	4,10	1100	1
11003	3.5,205701,8	205701	1	100	-1	0	0	hit0202	skill_0	1	0	4,10	1100	1
11011	220,120,1.5,205901,8,1	205901	21	0	-1	8000	8000	hit0202	skill_1	2	0	2,6	1101	1
11012	220,120,1.8,205901,10,2	205901	21	0	-1	7000	7000	hit0202	skill_1	2	0	2,6	1101	1
11013	220,120,2.2,205901,12,3	205901	21	0	-1	6000	6000	hit0202	skill_1	2	0	2,6	1101	1
11021	89	0	61	0	-1	0	0			4	0	11	1102	1
11022	89,54	0	61	0	-1	0	0			4	0	11	1102	1
11023	89,54,92	0	61	0	-1	0	0			4	0	11	1102	1
11031	111001	205901	100	0	-1	0	0			4	0	11	1103	1
11032	111002	205901	100	0	-1	0	0			4	0	11	1103	1
11033	111003	205901	100	0	-1	0	0			4	0	11	1103	1
11101	1.2,205201,8,205501,8,2	205201,205501	1	100	-1	0	0	hit0402	skill_0	1	0	3,6	1110	1
11102	1.8,205202,8,205502,8,2	205202,205502	1	100	-1	0	0	hit0402	skill_0	1	0	3,6	1110	1
11103	2.2,205203,8,205503,8,2	205203,205503	1	100	-1	0	0	hit0402	skill_0	1	0	3,6	1110	1
11111	0.3	0	21	0	-1	15000	15000	hit0402	skill_1	2	0	4	1111	1
11112	0.35	0	21	0	-1	13000	13000	hit0402	skill_1	2	0	4	1111	1
11113	0.4	0	21	0	-1	12000	12000	hit0402	skill_1	2	0	4	1111	1
11121	12,209601,8,209701,8	209601,209701	61	0	-1	12000	12000			4	0	1,6	1112	1
11122	12,209602,9,209702,9	209602,209702	61	0	-1	10000	10000			4	0	1,6	1112	1
11123	12,209603,10,209703,10	209603,209703	61	0	-1	8000	8000			4	0	1,6	1112	1
11131	205601,8,209501,8	205601,209501	100	0	-1	0	0			4	0	11,6	1113	1
11132	205602,10,209502,10	205602,209502	100	0	-1	0	0			4	0	11,6	1113	1
11133	205603,12,209503,12	205603,209503	100	0	-1	0	0			4	0	11,6	1113	1
11201	1,1.8,109401,3	109401	1	100	-1	0	0	heal01_FX1	skill_0	1	0	1,7,5	1120	1
11202	2,2.2,109401,3	109401	1	100	-1	0	0	heal01_FX1	skill_0	1	0	3,7,5	1120	1
11203	3,2.6,109401,3	109401	1	100	-1	0	0	heal01_FX1	skill_0	1	0	3,7,5	1120	1
11211	1,200,180,1,0.2	0	21	0	-1	15000	15000	hit0502	skill_1	2	0	3,10	1121	1
11212	1.2,200,180,2,0.2	0	21	0	-1	12000	12000	hit0502	skill_1	2	0	3,10	1121	1
11213	1.4,200,180,3,0.2	0	21	0	-1	10000	10000	hit0502	skill_1	2	0	3,10	1121	1
11221	0	0	61	0	-1	0	0			3	0	11	1122	1
11222	0	0	61	0	-1	0	0			3	0	11	1122	1
11223	0	0	61	0	-1	0	0			3	0	11	1122	1
11231	0.4,0,0,0	0	100	0	-1	0	0			4	0	11	1123	1
11232	0.4,50,50,0	0	100	0	-1	0	0			4	0	11	1123	1
11233	0.4,50,50,4	0	100	0	-1	0	0			4	0	11	1123	1
11301	1.5,209801,8	209801	1	100	-1	0	0	hit0203	skill_0	1	0	2,12	1130	1
11302	1.8,209802,10	209802	1	100	-1	0	0	hit0203	skill_0	1	0	2,12	1130	1
11303	2.2,209803,12	209803	1	100	-1	0	0	hit0203	skill_0	1	0	2,12	1130	1
11311	209901,12	209901	21	0	-1	10000	10000		skill_1	2	0	1,10	1131	1
11312	209902,12	209902	21	0	-1	8000	8000		skill_1	2	0	1,10	1131	1
11313	209903,12	209903	21	0	-1	6000	6000		skill_1	2	0	1,10	1131	1
11321	210001,4	210001	61	0	-1	0	0			4	0	11,6	1132	1
11322	210002,5	210002	61	0	-1	0	0			4	0	11,6	1132	1
11323	210003,6	210003	61	0	-1	0	0			4	0	11,6	1132	1
11331	-0.2	0	100	0	-1	0	0			4	0	11	1133	1
11332	-0.3	0	100	0	-1	0	0			4	0	11	1133	1
11333	-0.4	0	100	0	-1	0	0			4	0	11	1133	1
11401	2.8,10	0	1	100	-1	0	0	hit0403	skill_0	1	0	1,7	1140	1
11402	3.4,20	0	1	100	-1	0	0	hit0403	skill_0	1	0	1,7	1140	1
11403	4,30	0	1	100	-1	0	0	hit0403	skill_0	1	0	1,7	1140	1
11411	3,110201,5	110201	21	0	-1	8000	8000			4	0	1,5	1141	1
11412	3,110202,5,107002,5	107002,110202	21	0	-1	7000	7000			4	0	1,5	1141	1
11413	2,110203,5,107003,5	107003,110203	21	0	-1	6000	6000			4	0	1,5	1141	1
11421	0.35,0.5	0	61	0	-1	0	0			4	0	11	1142	1
11422	0.45,0.6	0	61	0	-1	0	0			4	0	11	1142	1
11423	0.55,0.7	0	61	0	-1	0	0			4	0	11	1142	1
11431	10	0	100	0	-1	0	0			4	0	11	1143	1
11432	20	0	100	0	-1	0	0			4	0	11	1143	1
11433	30	0	100	0	-1	0	0			4	0	11	1143	1
11501	1.2,210101,6	210101	1	100	-1	0	0	hit0303	skill_0	1	0	2,6	1150	1
11502	1.6,210102,7	210102	1	100	-1	0	0	hit0303	skill_0	1	0	2,6	1150	1
11503	2,210103,8	210103	1	100	-1	0	0	hit0303	skill_0	1	0	2,6	1150	1
11511	1,205401,3	205401	21	0	-1	12000	12000	hit0303	skill_1	2	0	2,6	1151	1
11512	1,205401,4	205401	21	0	-1	10000	10000	hit0303	skill_1	2	0	2,6	1151	1
11513	1,205401,5	205401	21	0	-1	8000	8000	hit0303	skill_1	2	0	2,6	1151	1
11521	1,110201,15	110201	61	0	-1	999000	0			4	0	14,1,5	1152	1
11522	2,110201,15	110201	61	0	-1	999000	0			4	0	14,3,5	1152	1
11523	3,110201,15	110201	61	0	-1	999000	0			4	0	14,3,5	1152	1
11531	20	0	100	0	-1	0	0			4	0	11,7	1153	1
11532	20,110202	110202	100	0	-1	0	0			4	0	11,7	1153	1
11533	20,110202	110202	100	0	-1	0	0			4	0	11,7	1153	1
11601	240,150,1.5,110301	110301	1	100	-1	0	0	hit0103	skill_0	1	0	2,5	1160	1
11602	240,150,1.8,110301	110301	1	100	-1	0	0	hit0103	skill_0	1	0	2,5	1160	1
11603	240,150,2.3,110301	110301	1	100	-1	0	0	hit0103	skill_0	1	0	2,5	1160	1
11611	240,150,1	0	21	0	-1	5000	5000	hit0103	skill_1	2	0	2	1161	1
11612	240,150,1.2	0	21	0	-1	4000	4000	hit0103	skill_1	2	0	2	1161	1
11613	240,150,1.4	0	21	0	-1	3000	3000	hit0103	skill_1	2	0	2	1161	1
11621	110401,1	110401	61	0	-1	0	0			4	0	5	1162	1
11622	110401,2	110401	61	0	-1	0	0			4	0	5	1162	1
11623	110401,3	110401	61	0	-1	0	0			4	0	5	1162	1
11631	101901	101901	100	0	-1	0	0			4	0	11,13	1163	1
11632	101902	101902	100	0	-1	0	0			4	0	11,13	1163	1
11633	101903	101903	100	0	-1	0	0			4	0	11,13	1163	1
11701	1,2	0	1	100	-1	0	0	hit0303	skill_0	1	0	2,7	1170	1
11702	1.2,2.8	0	1	100	-1	0	0	hit0303	skill_0	1	0	2,7	1170	1
11703	1.4,3.6	0	1	100	-1	0	0	hit0303	skill_0	1	0	2,7	1170	1
11711	205001,1	205001	21	0	-1	0	0			4	0	11,10	1171	1
11712	205001,2	205001	21	0	-1	0	0			4	0	11,10	1171	1
11713	205001,3	205001	21	0	-1	0	0			4	0	11,10	1171	1
11721	111101	0	61	0	-1	0	0			4	0	11	1172	1
11722	111102	0	61	0	-1	0	0			4	0	11	1172	1
11723	111103	0	61	0	-1	0	0			4	0	11	1172	1
11731	110501	110501	100	0	-1	0	0			4	0	11,13	1173	1
11732	110502	110502	100	0	-1	0	0			4	0	11,13	1173	1
11733	110503	110503	100	0	-1	0	0			4	0	11,13	1173	1
11801	1.3,206401,5	206401	1	100	-1	0	0	hit0303	skill_0	1	0	2,6	1180	1
11802	1.6,206402,6	206402	1	100	-1	0	0	hit0303	skill_0	1	0	2,6	1180	1
11803	1.9,206403,7	206403	1	100	-1	0	0	hit0303	skill_0	1	0	2,6	1180	1
11811	101501,6,111401,6	101501,111401	21	0	-1	12000	12000	heal01_FX1	skill_1	2	0	1,5	1181	1
11812	101502,6,111402,6	101502,111402	21	0	-1	10000	10000	heal01_FX1	skill_1	2	0	1,5	1181	1
11813	101503,6,111403,6	101503,111403	21	0	-1	8000	8000	heal01_FX1	skill_1	2	0	1,5	1181	1
11821	101101	101101	61	0	-1	0	0			4	0	14,1,5	1182	1
11822	101102	101102	61	0	-1	0	0			4	0	14,1,5	1182	1
11823	101103	101103	61	0	-1	0	0			4	0	14,1,5	1182	1
11831	0.2,0,0	0	100	0	-1	0	0			4	0	11,7	1183	1
11832	0.3,30,0	0	100	0	-1	0	0			4	0	11,7	1183	1
11833	0.3,30,0.25	0	100	0	-1	0	0			4	0	11,7,8	1183	1
11901	4,1,207201,5	207201	1	100	-1	0	0	hit0204	skill_0	1	0	3,10	1190	1
11902	5,1.3,207202,5	207202	1	100	-1	0	0	hit0204	skill_0	1	0	3,10	1190	1
11903	6,1.6,207203,5	207203	1	100	-1	0	0	hit0204	skill_0	1	0	3,10	1190	1
11911	107301,6	107301	21	0	-1	14000	14000		skill_1	2	0	1,5	1191	1
11912	107302,7	107302	21	0	-1	12000	12000		skill_1	2	0	1,5	1191	1
11913	107303,8	107303	21	0	-1	10000	10000		skill_1	2	0	1,5	1191	1
11921	0	0	61	0	-1	0	0			3	0	11	1192	1
11922	0	0	61	0	-1	0	0			3	0	11	1192	1
11923	0	0	61	0	-1	0	0			3	0	11	1192	1
11931	207401,207501	207401,207501	100	0	-1	0	0			4	0	11,12	1193	1
11932	207401,207502	207401,207502	100	0	-1	0	0			4	0	11,12	1193	1
11933	207401,207503	207401,207503	100	0	-1	0	0			4	0	11,12	1193	1
12001	3,103401,6	103401	1	100	-1	0	0	hit0204	skill_0	1	0	4,5	1200	1
12002	4,103402,7	103402	1	100	-1	0	0	hit0204	skill_0	1	0	4,5	1200	1
12003	5,103403,8	103403	1	100	-1	0	0	hit0204	skill_0	1	0	4,5	1200	1
12011	111201	0	21	0	-1	12000	12000			4	0	11	1201	1
12012	111202	0	21	0	-1	10000	10000			4	0	11	1201	1
12013	111203	0	21	0	-1	8000	8000			4	0	11	1201	1
12021	107601,4	107601	61	0	-1	10000	10000			4	0	11,3,5	1202	1
12022	107601,5	107601	61	0	-1	8000	8000			4	0	11,3,5	1202	1
12023	107601,6	107601	61	0	-1	6000	6000			4	0	11,3,5	1202	1
12031	107701,4	107701	100	0	-1	10000	10000			4	0	11,3,5	1203	1
12032	107701,5	107701	100	0	-1	8000	8000			4	0	11,3,5	1203	1
12033	107701,6	107701	100	0	-1	6000	6000			4	0	11,3,5	1203	1
12101	2.25,108201,5	108201	1	100	-1	0	0	heal01_FX1	skill_0	1	0	2,7,5	1210	1
12102	2.85,108202,6	108202	1	100	-1	0	0	heal01_FX1	skill_0	1	0	2,7,5	1210	1
12103	3.45,108203,7	108203	1	100	-1	0	0	heal01_FX1	skill_0	1	0	2,7,5	1210	1
12111	208101,4	208101	21	0	-1	0	0			4	0	11,6	1211	1
12112	208102,4	208102	21	0	-1	0	0			4	0	11,6	1211	1
12113	208103,4	208103	21	0	-1	0	0			4	0	11,6	1211	1
12121	1.2,-20	0	61	0	-1	15000	15000	hit0504	skill_1	2	0	3	1212	1
12122	1.4,-25	0	61	0	-1	13000	13000	hit0504	skill_1	2	0	3	1212	1
12123	1.6,-30	0	61	0	-1	10000	10000	hit0504	skill_1	2	0	3	1212	1
12131	110701	110701	100	0	-1	999000	0			4	0	11,13	1213	1
12132	110702	110702	100	0	-1	999000	0			4	0	11,13	1213	1
12133	110703	110703	100	0	-1	999000	0			4	0	11,13	1213	1
12201	3.4,0.5	0	1	100	-1	0	0	hit0205	skill_0	1	0	4,7	1220	1
12202	4,0.6	0	1	100	-1	0	0	hit0205	skill_0	1	0	4,7	1220	1
12203	4.6,0.7	0	1	100	-1	0	0	hit0205	skill_0	1	0	4,7	1220	1
12211	111301	0	21	0	-1	8000	8000			4	0	11	1221	1
12212	111302	0	21	0	-1	6000	6000			4	0	11	1221	1
12213	111303	0	21	0	-1	4000	4000			4	0	11	1221	1
12221	0	0	61	0	-1	0	0			4	0	11,5	1222	1
12222	0	0	61	0	-1	0	0			4	0	11,5	1222	1
12223	0	0	61	0	-1	0	0			4	0	11,5	1222	1
12231	211802,4	211802	100	0	-1	0	0			4	0	11,6	1223	1
12232	211802,8	211802	100	0	-1	0	0			4	0	11,6	1223	1
12233	211803,8	211803	100	0	-1	0	0			4	0	11,6	1223	1
12301	2.5,35	0	1	100	-1	0	0	hit0405	skill_0	1	0	1	1230	1
12302	3.5,35	0	1	100	-1	0	0	hit0405	skill_0	1	0	1	1230	1
12303	4.5,35	0	1	100	-1	0	0	hit0405	skill_0	1	0	1	1230	1
12311	1.2	0	21	0	-1	7000	7000	hit0405	skill_1	2	0	1	1231	1
12312	1.4	0	21	0	-1	6000	6000	hit0405	skill_1	2	0	1	1231	1
12313	1.6	0	21	0	-1	5000	5000	hit0405	skill_1	2	0	1	1231	1
12321	103501	103501	61	0	-1	6000	6000			4	0	11,5	1232	1
12322	103502	103502	61	0	-1	5000	5000			4	0	11,5	1232	1
12323	103503	103503	61	0	-1	4000	4000			4	0	11,5	1232	1
12331	0.5,0.5		100	0	-1	0	0			4	0	11	1233	1
12332	0.5,1		100	0	-1	0	0			4	0	11	1233	1
12333	0.5,1.5		100	0	-1	0	0			4	0	11	1233	1
12401	2,1	0	1	100	-1	0	0	hit0305	skill_0	1	0	2	1240	1
12402	3,1.5	0	1	100	-1	0	0	hit0305	skill_0	1	0	2	1240	1
12403	4,2	0	1	100	-1	0	0	hit0305	skill_0	1	0	2	1240	1
12411	1,20	0	21	0	-1	14000	14000	hit0305	skill_1	2	0	1,7	1241	1
12412	1,25	0	21	0	-1	12000	12000	hit0305	skill_1	2	0	1,7	1241	1
12413	1,30	0	21	0	-1	10000	10000	hit0305	skill_1	2	0	1,7	1241	1
12421	207901,208501	207901,208501	61	0	-1	0	0			4	0	3,6	1242	1
12422	207901,208502	207901,208502	61	0	-1	0	0			4	0	3,6	1242	1
12423	207902,208502	207902,208502	61	0	-1	0	0			4	0	3,6	1242	1
12431	0.3,110901,5	110901	100	0	-1	0	0			4	0	11,7,5	1243	1
12432	0.4,110902,6	110902	100	0	-1	0	0			4	0	11,7,5	1243	1
12433	0.5,110903,7	110903	100	0	-1	0	0			4	0	11,7,5	1243	1
101011	89,1,101301,6,0,101302,0,101303	101301	1	0	-1	0	0			4	0	11,1,5	10101	1
101012	89,0.88,101301,6,0.12,101302,0,101303	101301,101302	1	0	-1	0	0			4	0	11,1,5	10101	1
101013	89,0.76,101301,6,0.16,101302,0.08,101303	101301,101302,101303	1	0	-1	0	0			4	0	11,1,5	10101	1
101061	4,113801,3		61	0	-1	0	0			4	0	11,1	10106	1
101062	3,113802,3		61	0	-1	0	0			4	0	11,1	10106	1
101063	2,113803,3		61	0	-1	0	0			4	0	11,1	10106	1
102011	89,0.2		1	0	-1	12000	12000			4	0	11,1	10201	1
102012	89,0.4		1	0	-1	10000	10000			4	0	11,1	10201	1
102013	89,0.6		1	0	-1	8000	8000			4	0	11,1	10201	1
106061	41,2,0.15		1	0	-1	8000	8000	hit0418		4	0	3	10606	1
106062	41,2,0.2		1	0	-1	6000	6000	hit0418		4	0	3	10606	1
106063	41,2,0.25		1	0	-1	4000	4000	hit0418		4	0	3	10606	1
113011	2,214401,4	214401	1	0	-1	12000	12000			4	0	3,6	11301	1
113012	2,214402,4	214402	1	0	-1	10000	10000			4	0	3,6	11301	1
113013	2,214403,4	214403	1	0	-1	8000	8000			4	0	3,6	11301	1
114061	92,114001,6	114001	1	0	-1	10000	10000			4	0	2,5	11406	1
114062	92,114002,7	114002	1	0	-1	10000	10000			4	0	2,5	11406	1
114063	92,114003,8	114003	1	0	-1	10000	10000			4	0	2,5	11406	1
117011	2,1.4		1	0	-1	0	0			4	0		11701	1
117012	2,1.6		1	0	-1	0	0			4	0		11701	1
117013	2,1.8		1	0	-1	0	0			4	0		11701	1
30001	0	0	1	0	-1	0	0			3	0	11	3000	0
30002	0	0	1	0	-1	0	0			3	0	11	3000	0
30003	0	0	1	0	-1	0	0			3	0	11	3000	0
30004	0	0	1	0	-1	0	0			3	0	11	3000	0
30005	0	0	1	0	-1	0	0			3	0	11	3000	0
30011	0	0	1	0	-1	0	0			3	0	11	3001	0
30012	0	0	1	0	-1	0	0			3	0	11	3001	0
30013	0	0	1	0	-1	0	0			3	0	11	3001	0
30014	0	0	1	0	-1	0	0			3	0	11	3001	0
30015	0	0	1	0	-1	0	0			3	0	11	3001	0
30021	0	0	1	0	-1	0	0			3	0	11	3002	0
30022	0	0	1	0	-1	0	0			3	0	11	3002	0
30023	0	0	1	0	-1	0	0			3	0	11	3002	0
30024	0	0	1	0	-1	0	0			3	0	11	3002	0
30025	0	0	1	0	-1	0	0			3	0	11	3002	0
30031	0	0	1	0	-1	0	0			3	0	11	3003	0
30032	0	0	1	0	-1	0	0			3	0	11	3003	0
30033	0	0	1	0	-1	0	0			3	0	11	3003	0
30034	0	0	1	0	-1	0	0			3	0	11	3003	0
30035	0	0	1	0	-1	0	0			3	0	11	3003	0
30041	0	0	1	0	-1	0	0			3	0	11	3004	0
30042	0	0	1	0	-1	0	0			3	0	11	3004	0
30043	0	0	1	0	-1	0	0			3	0	11	3004	0
30044	0	0	1	0	-1	0	0			3	0	11	3004	0
30045	0	0	1	0	-1	0	0			3	0	11	3004	0
30051	0	0	1	0	-1	0	0			3	0	11	3005	0
30052	0	0	1	0	-1	0	0			3	0	11	3005	0
30053	0	0	1	0	-1	0	0			3	0	11	3005	0
30054	0	0	1	0	-1	0	0			3	0	11	3005	0
30055	0	0	1	0	-1	0	0			3	0	11	3005	0
30061	0	0	1	0	-1	0	0			3	0	11	3006	0
30062	0	0	1	0	-1	0	0			3	0	11	3006	0
30063	0	0	1	0	-1	0	0			3	0	11	3006	0
30064	0	0	1	0	-1	0	0			3	0	11	3006	0
30065	0	0	1	0	-1	0	0			3	0	11	3006	0
30071	0	0	1	0	-1	0	0			3	0	11	3007	0
