id	StartTime	EndTime	PopPage	PopPageBackGround	PopTitle	PopText	GiftId	JumpDestination
19	2025-05-10_00:00:00	2025-05-12_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3091	12
20	2025-05-13_00:00:00	2025-05-15_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3121	12
21	2025-05-16_00:00:00	2025-05-18_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3230	12
22	2025-05-19_00:00:00	2025-05-21_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3131	12
23	2025-05-22_00:00:00	2025-05-24_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3190	12
24	2025-05-25_00:00:00	2025-05-27_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3010	12
25	2025-05-28_00:00:00	2025-05-30_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3081	12
26	2025-05-31_00:00:00	2025-06-02_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3061	12
27	2025-06-03_00:00:00	2025-06-05_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3031	12
28	2025-06-06_00:00:00	2025-06-08_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3021	12
29	2025-06-09_00:00:00	2025-06-11_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3081	12
30	2025-06-12_00:00:00	2025-06-14_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3121	12
31	2025-06-15_00:00:00	2025-06-17_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3181	12
32	2025-06-18_00:00:00	2025-06-18_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3161	12
33	2025-06-19_00:00:00	2025-06-22_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	19	1
34	2025-06-23_00:00:00	2025-06-23_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3211	12
35	2025-06-24_00:00:00	2025-06-26_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3221	12
36	2025-06-27_00:00:00	2025-06-29_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3051	12
37	2025-06-30_00:00:00	2025-07-02_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3010	12
38	2025-07-03_00:00:00	2025-07-05_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	20	1
39	2025-07-06_00:00:00	2025-07-08_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3110	12
40	2025-07-09_00:00:00	2025-07-11_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3139	12
41	2025-07-12_00:00:00	2025-07-14_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3169	12
42	2025-07-15_00:00:00	2025-07-17_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3192	12
43	2025-07-18_00:00:00	2025-07-20_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3243	12
44	2025-07-21_00:00:00	2025-07-23_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3042	12
45	2025-07-24_00:00:00	2025-07-26_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3063	12
46	2025-07-27_00:00:00	2025-07-27_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	2516	6
47	2025-07-28_00:00:00	2025-07-29_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3072	12
48	2025-07-30_00:00:00	2025-08-06_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	6027	7
49	2025-08-07_00:00:00	2025-08-08_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	2518	6
50	2025-08-09_00:00:00	2025-08-11_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	2517	6
51	2025-08-12_00:00:00	2025-08-13_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3229	12
52	2025-08-14_00:00:00	2025-08-16_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3030	12
53	2025-08-17_00:00:00	2025-08-19_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3020	12
54	2025-08-20_00:00:00	2025-08-22_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3080	12
55	2025-08-23_00:00:00	2025-08-25_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3118	12
56	2025-08-26_00:00:00	2025-08-28_23:59:59	LobbyPopout_img2.png	LobbyPopout_img3.png	LobbyPopout_label.png	@PopSaleAD	3181	12
